"WWTP","Date","copiesperL","flow_rate_value"
"69th Street",2021-05-29,6875.52218971838,80.03
"69th Street",2021-05-30,6957.73490906147,80.03
"69th Street",2021-05-31,7045.94498757452,80.03
"69th Street",2021-06-01,7140.69491036204,80.03
"69th Street",2021-06-02,7242.56293984755,80.03
"69th Street",2021-06-03,7352.16657346919,80.03
"69th Street",2021-06-04,7470.1678118018,80.03
"69th Street",2021-06-05,7597.2783430088,80.03
"69th Street",2021-06-06,7734.26552992918,80.03
"69th Street",2021-06-07,7881.95893805175,80.03
"69th Street",2021-06-08,8041.25821394619,80.03
"69th Street",2021-06-09,8213.14136575117,80.03
"69th Street",2021-06-10,8398.67426814095,80.03
"69th Street",2021-06-11,8599.02116774907,80.03
"69th Street",2021-06-12,8815.45713507141,80.03
"69th Street",2021-06-13,9049.38151307333,80.03
"69th Street",2021-06-14,9302.33334124605,80.03
"69th Street",2021-06-15,9576.00861325141,80.03
"69th Street",2021-06-16,9872.28053647934,80.03
"69th Street",2020-09-04,7832.95367405564,80.03
"69th Street",2020-09-05,7985.48352522263,80.03
"69th Street",2020-09-06,8141.98087716542,80.03
"69th Street",2020-09-07,8301.88318232593,80.03
"69th Street",2020-09-08,8464.57774112123,80.03
"69th Street",2020-09-09,8629.39995331143,80.03
"69th Street",2020-09-10,8795.63052936308,80.03
"69th Street",2020-09-11,8962.49482743734,80.03
"69th Street",2020-09-12,9129.16124712864,80.03
"69th Street",2021-05-17,6222.43656739937,80.03
"69th Street",2021-05-18,6256.0029959169,80.03
"69th Street",2021-05-19,6293.54755339709,80.03
"69th Street",2021-05-20,6334.96789159822,80.03
"69th Street",2021-05-21,6380.16452548398,80.03
"69th Street",2021-05-22,6429.03985463035,80.03
"69th Street",2022-04-09,15786.242067607,80.03
"69th Street",2022-04-10,16417.0570744964,80.03
"69th Street",2022-04-11,17055.1706035339,80.03
"69th Street",2022-04-12,17700.1431212594,80.03
"69th Street",2022-04-13,18351.5663410728,80.03
"69th Street",2022-04-14,19009.0694779854,80.03
"69th Street",2022-04-15,19672.3244294243,80.03
"69th Street",2022-04-16,20341.0467537267,80.03
"69th Street",2022-04-17,21015.0021140235,80.03
"69th Street",2022-04-18,21694.0091017536,80.03
"69th Street",2022-04-19,22377.9422131572,80.03
"69th Street",2022-04-20,23066.7361540685,80.03
"69th Street",2022-04-21,23760.387987099,80.03
"69th Street",2022-04-22,24458.9617586899,80.03
"69th Street",2020-08-23,6463.98497118551,80.03
"69th Street",2020-08-24,6538.32084191103,80.03
"69th Street",2020-08-25,6620.81858429857,80.03
"69th Street",2020-08-26,6711.21540122293,80.03
"69th Street",2020-08-27,6809.24825242744,80.03
"69th Street",2020-08-28,6914.64881837692,80.03
"69th Street",2020-10-08,12059.7445325488,80.03
"69th Street",2020-10-09,12121.2276554278,80.03
"69th Street",2020-10-10,12180.5567081357,80.03
"69th Street",2020-10-11,12237.980251276,80.03
"69th Street",2022-04-06,13942.3916458225,80.03
"69th Street",2021-06-17,10193.2218858788,80.03
"69th Street",2021-06-18,10541.1306957664,80.03
"69th Street",2021-06-19,10918.5593221847,80.03
"69th Street",2021-06-20,11328.3486838111,80.03
"69th Street",2020-09-20,10353.1178594656,80.03
"69th Street",2020-09-21,10485.3692248675,80.03
"69th Street",2022-03-31,10580.1028134503,80.03
"69th Street",2022-04-01,11095.5878935656,80.03
"69th Street",2022-04-02,11632.0164589718,80.03
"69th Street",2022-04-03,12187.4977359846,80.03
"69th Street",2022-04-04,12759.6728070944,80.03
"69th Street",2022-04-05,13345.6766447884,80.03
"69th Street",2020-09-28,11277.1894928156,80.03
"69th Street",2022-04-07,14548.4078656384,80.03
"69th Street",2022-04-08,15163.1949286255,80.03
"69th Street",2020-09-18,10073.9209361047,80.03
"69th Street",2020-09-19,10215.9662154194,80.03
"69th Street",2020-10-03,11711.8037918789,80.03
"69th Street",2020-10-04,11787.5377890544,80.03
"69th Street",2020-09-22,10612.7322630413,80.03
"69th Street",2020-09-23,10735.2380210409,80.03
"69th Street",2020-09-24,10852.9346519529,80.03
"69th Street",2020-09-25,10965.8878010926,80.03
"69th Street",2020-09-26,11074.1799939568,80.03
"69th Street",2020-09-27,11177.909214959,80.03
"69th Street",2020-09-14,9458.29266290254,80.03
"69th Street",2020-09-29,11372.1483916461,80.03
"69th Street",2020-09-30,11462.9280915313,80.03
"69th Street",2020-10-01,11549.6836266266,80.03
"69th Street",2020-10-02,11632.5824124832,80.03
"69th Street",2022-01-18,178544.356760716,80.03
"69th Street",2022-01-19,166393.009984049,80.03
"69th Street",2020-10-05,11859.9844068059,80.03
"69th Street",2020-10-06,11929.3537719154,80.03
"69th Street",2020-10-07,11995.8649561314,80.03
"69th Street",2020-09-15,9618.81579867433,80.03
"69th Street",2020-09-16,9775.27216687548,80.03
"69th Street",2020-09-13,9294.74175900546,80.03
"69th Street",2022-01-17,190810.437815853,80.03
"69th Street",2022-01-22,131820.786356898,80.03
"69th Street",2022-04-23,25162.5892336122,80.03
"69th Street",2020-09-17,9927.00768364424,80.03
"69th Street",2022-01-21,142933.075327776,80.03
"69th Street",2022-01-16,203040.109061938,80.03
"69th Street",2022-01-13,237711.946369254,80.03
"69th Street",2022-01-20,154486.384031749,80.03
"69th Street",2022-01-15,215062.177162077,80.03
"69th Street",2022-04-25,26585.8939495846,80.03
"69th Street",2022-01-14,226687.466127043,80.03
"69th Street",2022-04-24,25871.4737103221,80.03
"Almeda Sims",2022-02-02,28919.3049607385,13.76
"Almeda Sims",2022-02-01,30859.5124975573,13.76
"Almeda Sims",2022-01-02,139644.881239588,13.76
"Almeda Sims",2022-01-03,140430.334727002,13.76
"Almeda Sims",2022-02-05,24076.8546531483,13.76
"Almeda Sims",2021-12-29,127763.220673054,13.76
"Almeda Sims",2022-02-07,21500.2243163258,13.76
"Almeda Sims",2021-12-30,131870.739320313,13.76
"Almeda Sims",2022-02-03,27154.4043706734,13.76
"Almeda Sims",2022-02-04,25545.8507802857,13.76
"Almeda Sims",2022-01-01,137916.424987338,13.76
"Almeda Sims",2022-01-18,81672.9591357173,13.76
"Almeda Sims",2022-01-19,76559.1866661316,13.76
"Almeda Sims",2022-01-20,71628.3803425858,13.76
"Almeda Sims",2022-01-21,66906.5091325857,13.76
"Almeda Sims",2021-02-02,39183.0015202167,13.76
"Almeda Sims",2021-02-03,37791.9778179837,13.76
"Almeda Sims",2021-02-04,36470.8546860782,13.76
"Almeda Sims",2022-02-06,22732.6508160323,13.76
"Almeda Sims",2022-01-26,46907.9810490937,13.76
"Almeda Sims",2022-02-08,20368.0818256271,13.76
"Almeda Sims",2022-02-09,19326.0518788168,13.76
"Almeda Sims",2021-12-31,135291.854859424,13.76
"Almeda Sims",2022-01-30,35326.465796879,13.76
"Almeda Sims",2022-01-31,32991.3897956002,13.76
"Almeda Sims",2021-01-29,45416.3325269864,13.76
"Almeda Sims",2021-01-30,43762.0190676252,13.76
"Almeda Sims",2021-01-31,42169.9087269907,13.76
"Almeda Sims",2022-01-22,62412.7920139873,13.76
"Almeda Sims",2022-01-23,58160.4115557368,13.76
"Almeda Sims",2022-01-24,54157.2421958895,13.76
"Almeda Sims",2022-01-25,50406.6030647839,13.76
"Almeda Sims",2020-07-17,11845.5871163226,13.76
"Almeda Sims",2020-07-18,11076.6665255,13.76
"Almeda Sims",2020-07-19,10367.5443302099,13.76
"Almeda Sims",2020-07-20,9713.85443210295,13.76
"Almeda Sims",2020-07-21,9111.51618641874,13.76
"Almeda Sims",2020-07-22,8556.72630762649,13.76
"Almeda Sims",2020-07-23,8045.94521312104,13.76
"Almeda Sims",2020-07-24,7575.88670007402,13.76
"Almeda Sims",2022-01-04,140294.298234558,13.76
"Almeda Sims",2021-02-01,40642.8431340764,13.76
"Almeda Sims",2020-07-14,14559.2780783698,13.76
"Almeda Sims",2020-07-15,13581.7740459873,13.76
"Almeda Sims",2020-07-16,12678.9678622521,13.76
"Almeda Sims",2022-01-12,113767.83171919,13.76
"Almeda Sims",2022-01-13,108538.61638258,13.76
"Almeda Sims",2022-01-14,103171.152275922,13.76
"Almeda Sims",2022-01-15,97739.0426968584,13.76
"Almeda Sims",2022-01-16,92308.1997173775,13.76
"Almeda Sims",2022-01-17,86936.3657194565,13.76
"Almeda Sims",2021-01-15,71368.3261421641,13.76
"Almeda Sims",2021-01-16,69662.763858378,13.76
"Almeda Sims",2021-01-17,67878.2381180372,13.76
"Almeda Sims",2021-01-18,66031.5042600314,13.76
"Almeda Sims",2021-01-19,64138.4825894888,13.76
"Almeda Sims",2021-01-20,62214.1441360765,13.76
"Almeda Sims",2021-01-21,60272.4202544676,13.76
"Almeda Sims",2021-01-22,58326.1460534353,13.76
"Almeda Sims",2021-01-23,56387.0236194039,13.76
"Almeda Sims",2022-01-27,43657.7219949467,13.76
"Almeda Sims",2022-01-28,40649.6696954524,13.76
"Almeda Sims",2022-01-29,37875.7456139477,13.76
"Almeda Sims",2021-01-27,48896.4265344849,13.76
"Almeda Sims",2021-01-28,47129.2665420889,13.76
"Almeda Sims",2020-07-10,19332.5940230802,13.76
"Almeda Sims",2020-07-11,17997.3710694288,13.76
"Almeda Sims",2020-07-12,16761.0279782565,13.76
"Almeda Sims",2020-07-13,15617.0643936962,13.76
"Almeda Sims",2020-12-22,57061.4234093138,13.76
"Almeda Sims",2020-12-23,59442.6087538669,13.76
"Almeda Sims",2020-12-24,61814.4815415119,13.76
"Almeda Sims",2020-12-25,64154.9263917232,13.76
"Almeda Sims",2020-12-26,66439.6721940785,13.76
"Almeda Sims",2020-12-27,68642.4729151023,13.76
"Almeda Sims",2020-12-28,70735.3686091979,13.76
"Almeda Sims",2020-12-29,72689.0279209733,13.76
"Almeda Sims",2020-12-30,74473.187277374,13.76
"Almeda Sims",2020-12-31,76057.1628630372,13.76
"Almeda Sims",2021-01-01,77410.4711991317,13.76
"Almeda Sims",2021-01-02,78505.3458195785,13.76
"Almeda Sims",2022-01-05,139280.042626355,13.76
"Almeda Sims",2022-01-06,137446.647409763,13.76
"Almeda Sims",2022-01-07,134865.973324191,13.76
"Almeda Sims",2022-01-08,131619.498293024,13.76
"Almeda Sims",2022-01-09,127795.114381736,13.76
"Almeda Sims",2022-01-10,123484.108599577,13.76
"Almeda Sims",2022-01-11,118778.348087849,13.76
"Almeda Sims",2021-01-12,75834.5267770192,13.76
"Almeda Sims",2021-01-13,74472.2955822881,13.76
"Almeda Sims",2021-01-14,72977.483099691,13.76
"Almeda Sims",2021-05-14,13996.9899580575,13.76
"Almeda Sims",2021-05-15,13777.7535181098,13.76
"Almeda Sims",2021-05-16,13562.0309461204,13.76
"Almeda Sims",2021-05-17,13350.2058125594,13.76
"Almeda Sims",2021-05-18,13142.6360372548,13.76
"Almeda Sims",2021-05-19,12939.6539212714,13.76
"Almeda Sims",2021-05-20,12741.5681374618,13.76
"Almeda Sims",2021-05-21,12548.664003828,13.76
"Almeda Sims",2021-05-22,12361.2070532126,13.76
"Almeda Sims",2021-01-24,54465.6148971311,13.76
"Almeda Sims",2021-01-25,52571.3441226386,13.76
"Almeda Sims",2021-01-26,50712.5315642768,13.76
"Almeda Sims",2021-05-26,11670.7606126278,13.76
"Almeda Sims",2021-05-27,11514.9718610769,13.76
"Almeda Sims",2021-05-28,11367.2761605649,13.76
"Almeda Sims",2021-05-29,11228.3898004584,13.76
"Almeda Sims",2021-05-30,11098.9979460085,13.76
"Almeda Sims",2021-05-31,10979.7636352603,13.76
"Almeda Sims",2021-06-01,10871.3340562424,13.76
"Almeda Sims",2021-06-02,10774.3483060688,13.76
"Almeda Sims",2021-06-03,10689.4465743368,13.76
"Almeda Sims",2021-06-04,10617.2770726262,13.76
"Almeda Sims",2021-06-05,10558.5072149131,13.76
"Almeda Sims",2021-02-05,35220.2756818063,13.76
"Almeda Sims",2021-02-06,34040.5164976551,13.76
"Almeda Sims",2021-02-07,32931.0145661274,13.76
"Almeda Sims",2022-02-10,18365.1162194744,13.76
"Almeda Sims",2022-02-11,17477.2613670632,13.76
"Almeda Sims",2022-02-12,16655.3552739485,13.76
"Almeda Sims",2022-02-13,15893.0361424334,13.76
"Almeda Sims",2021-01-03,79332.008734411,13.76
"Almeda Sims",2021-01-04,79891.9646230545,13.76
"Almeda Sims",2021-01-05,80189.8241353575,13.76
"Almeda Sims",2021-01-06,80233.0018050097,13.76
"Almeda Sims",2021-01-07,80031.4215407981,13.76
"Almeda Sims",2021-01-08,79597.2055433785,13.76
"Almeda Sims",2021-01-09,78944.344140348,13.76
"Almeda Sims",2021-01-10,78088.3436533698,13.76
"Almeda Sims",2021-01-11,77045.8943850329,13.76
"Almeda Sims",2021-05-13,14219.3276312187,13.76
"Almeda Sims",2022-02-24,10163.9418342429,13.76
"Almeda Sims",2022-02-25,9803.31462567121,13.76
"Almeda Sims",2022-02-26,9459.9219019959,13.76
"Almeda Sims",2022-02-27,9132.24703530114,13.76
"Almeda Sims",2022-02-28,8818.90940142296,13.76
"Almeda Sims",2022-03-01,8518.65227486745,13.76
"Almeda Sims",2022-03-02,8230.33136762059,13.76
"Almeda Sims",2022-03-03,7952.90548211117,13.76
"Almeda Sims",2022-03-04,7685.42769454636,13.76
"Almeda Sims",2021-05-23,12179.442825418,13.76
"Almeda Sims",2021-05-24,12003.5987886057,13.76
"Almeda Sims",2021-05-25,11833.8911710919,13.76
"Almeda Sims",2022-03-07,6935.6224072135,13.76
"Almeda Sims",2022-03-08,6703.40534024411,13.76
"Almeda Sims",2022-03-09,6480.89433923749,13.76
"Almeda Sims",2022-03-10,6268.49712515572,13.76
"Almeda Sims",2022-03-11,6066.53281366,13.76
"Almeda Sims",2022-03-12,5875.24377507244,13.76
"Almeda Sims",2022-03-13,5694.80779762055,13.76
"Almeda Sims",2022-03-14,5525.34857088172,13.76
"Almeda Sims",2022-03-15,5366.94717902983,13.76
"Almeda Sims",2022-03-16,5219.65262440139,13.76
"Almeda Sims",2022-03-17,5083.49172597125,13.76
"Almeda Sims",2022-03-18,4958.47903153103,13.76
"Almeda Sims",2022-03-19,4844.62639509036,13.76
"Almeda Sims",2022-03-20,4741.95186316825,13.76
"Almeda Sims",2022-03-21,4650.48920953025,13.76
"Almeda Sims",2022-03-22,4570.29655255861,13.76
"Almeda Sims",2022-03-23,4501.46607046861,13.76
"Almeda Sims",2022-03-24,4444.13283000657,13.76
"Almeda Sims",2022-02-14,15184.6204542862,13.76
"Almeda Sims",2022-02-15,14525.0207346676,13.76
"Almeda Sims",2022-02-16,13909.6746226439,13.76
"Almeda Sims",2022-02-17,13334.484197095,13.76
"Almeda Sims",2022-02-18,12795.7619226449,13.76
"Almeda Sims",2022-02-19,12290.1844566697,13.76
"Almeda Sims",2022-02-20,11814.7525742436,13.76
"Almeda Sims",2022-02-21,11366.7545223099,13.76
"Almeda Sims",2022-02-22,10943.735576066,13.76
"Almeda Sims",2022-02-23,10543.4708345443,13.76
"Almeda Sims",2022-04-04,4689.69632020253,13.76
"Almeda Sims",2022-04-05,4814.02311248359,13.76
"Almeda Sims",2022-04-06,4962.01806463864,13.76
"Almeda Sims",2022-04-07,5135.35287009937,13.76
"Almeda Sims",2022-04-08,5335.69112538677,13.76
"Almeda Sims",2022-04-09,5565.01245964027,13.76
"Almeda Sims",2022-04-10,5825.63486875949,13.76
"Almeda Sims",2022-04-11,6120.24321385678,13.76
"Almeda Sims",2022-04-12,6451.92010799071,13.76
"Almeda Sims",2022-04-13,6824.18498765481,13.76
"Almeda Sims",2022-04-14,7241.03623962389,13.76
"Almeda Sims",2022-04-15,7707.00021362965,13.76
"Almeda Sims",2022-04-16,8227.18704359518,13.76
"Almeda Sims",2022-04-17,8807.35112911035,13.76
"Almeda Sims",2022-04-18,9453.96110076826,13.76
"Almeda Sims",2022-04-19,10174.2752119006,13.76
"Almeda Sims",2022-04-20,10976.4254230271,13.76
"Almeda Sims",2022-04-21,11869.5097362603,13.76
"Almeda Sims",2022-04-22,12863.6916435014,13.76
"Almeda Sims",2022-04-23,13970.3115390752,13.76
"Almeda Sims",2022-04-24,15202.0018491781,13.76
"Almeda Sims",2022-04-25,16572.8157100758,13.76
"Almeda Sims",2021-04-25,18099.8068772443,13.76
"Almeda Sims",2021-04-26,17926.6756592812,13.76
"Almeda Sims",2021-04-27,17744.1455424313,13.76
"Almeda Sims",2021-04-28,17553.1183500163,13.76
"Almeda Sims",2021-04-29,17354.4846266064,13.76
"Almeda Sims",2021-04-30,17149.1176984957,13.76
"Almeda Sims",2021-05-01,16937.8706138096,13.76
"Almeda Sims",2021-05-02,16721.5761524319,13.76
"Almeda Sims",2021-05-03,16501.0401504651,13.76
"Almeda Sims",2021-05-04,16277.0441333404,13.76
"Almeda Sims",2021-05-05,16050.3394224692,13.76
"Almeda Sims",2021-05-06,15821.6491993922,13.76
"Almeda Sims",2021-05-07,15591.6644972253,13.76
"Almeda Sims",2021-05-08,15361.0464008787,13.76
"Almeda Sims",2021-05-09,15130.4226967574,13.76
"Almeda Sims",2021-05-10,14900.3905256618,13.76
"Almeda Sims",2021-05-11,14671.5139542318,13.76
"Almeda Sims",2021-05-12,14444.3259795794,13.76
"Almeda Sims",2020-09-12,5922.29792443501,13.76
"Almeda Sims",2020-09-13,6196.02513728428,13.76
"Almeda Sims",2020-09-14,6490.16564228541,13.76
"Almeda Sims",2020-09-15,6806.07014966502,13.76
"Almeda Sims",2020-09-16,7145.18143294263,13.76
"Almeda Sims",2020-09-17,7508.84813723554,13.76
"Almeda Sims",2020-09-18,7898.13587874974,13.76
"Almeda Sims",2020-09-19,8314.06261645851,13.76
"Almeda Sims",2020-09-20,8757.60919424908,13.76
"Almeda Sims",2020-09-21,9229.70033949589,13.76
"Almeda Sims",2020-09-22,9731.18190777966,13.76
"Almeda Sims",2020-09-23,10262.7961128631,13.76
"Almeda Sims",2020-09-24,10825.1546886261,13.76
"Almeda Sims",2020-09-25,11418.7091499176,13.76
"Almeda Sims",2020-09-26,12043.7178041542,13.76
"Almeda Sims",2020-09-27,12700.2123067203,13.76
"Almeda Sims",2020-09-28,13387.9598429002,13.76
"Almeda Sims",2020-09-29,14106.4271711838,13.76
"Almeda Sims",2020-09-30,14854.7395280075,13.76
"Almeda Sims",2020-10-01,15631.6423909828,13.76
"Almeda Sims",2020-10-02,16435.4617895558,13.76
"Almeda Sims",2020-10-03,17264.0681222612,13.76
"Almeda Sims",2020-10-04,18114.8386885613,13.76
"Almeda Sims",2020-10-05,18984.6275357061,13.76
"Almeda Sims",2021-06-06,10513.8317060136,13.76
"Almeda Sims",2021-06-07,10483.9842786308,13.76
"Almeda Sims",2021-06-08,10469.7480579597,13.76
"Almeda Sims",2021-02-08,31888.2063000551,13.76
"Almeda Sims",2021-02-09,30907.8368436289,13.76
"Almeda Sims",2021-02-10,29985.9726834273,13.76
"Almeda Sims",2021-02-11,29118.9822050813,13.76
"Almeda Sims",2021-02-12,28303.5057017849,13.76
"Almeda Sims",2021-02-13,27536.4386348289,13.76
"Almeda Sims",2021-02-14,26814.9073674572,13.76
"Almeda Sims",2021-02-15,26136.2515284597,13.76
"Almeda Sims",2021-02-16,25498.0090555394,13.76
"Almeda Sims",2021-02-17,24897.8990092604,13.76
"Almeda Sims",2021-02-18,24333.8082235061,13.76
"Almeda Sims",2021-02-19,23803.7785344944,13.76
"Almeda Sims",2021-02-20,23305.9951115387,13.76
"Almeda Sims",2021-02-21,22838.776315475,13.76
"Almeda Sims",2021-02-22,22400.5628607723,13.76
"Almeda Sims",2021-02-23,21989.9094498255,13.76
"Almeda Sims",2021-02-24,21605.4761061455,13.76
"Almeda Sims",2021-02-25,21246.0226934757,13.76
"Almeda Sims",2021-02-26,20910.3985750568,13.76
"Almeda Sims",2021-02-27,20597.5407637102,13.76
"Almeda Sims",2021-02-28,20306.4628540503,13.76
"Almeda Sims",2021-03-01,20036.2554953248,13.76
"Almeda Sims",2021-03-02,19786.0763698289,13.76
"Almeda Sims",2021-03-03,19555.1495235238,13.76
"Almeda Sims",2022-03-05,7427.03740249302,13.76
"Almeda Sims",2022-03-06,7177.03759251989,13.76
"Almeda Sims",2020-07-06,25801.8122685105,13.76
"Almeda Sims",2020-07-07,24000.6979317527,13.76
"Almeda Sims",2020-07-08,22327.0868131356,13.76
"Almeda Sims",2020-07-09,20773.482622484,13.76
"Almeda Sims",2021-07-09,30840.98506518,13.76
"Almeda Sims",2021-07-10,33054.1779651728,13.76
"Almeda Sims",2021-07-11,35452.0530923409,13.76
"Almeda Sims",2021-07-12,38044.7374220358,13.76
"Almeda Sims",2021-07-13,40842.022573509,13.76
"Almeda Sims",2021-07-14,43853.1304662122,13.76
"Almeda Sims",2021-07-15,47086.4513243671,13.76
"Almeda Sims",2021-07-16,50549.2354138925,13.76
"Almeda Sims",2021-07-17,54247.2542455623,13.76
"Almeda Sims",2021-07-18,58184.4242237342,13.76
"Almeda Sims",2021-07-19,62362.4000690342,13.76
"Almeda Sims",2021-07-20,66780.1285960546,13.76
